host_name,host_since,host_response_time,host_id,host_about
Liam,2/16/23,within an hour,501425388,"Hey there, my name is Josh, I have a passion for hospitality and absolutely love what I do for a living, creating cozy, comfy spaces for guests that stay at my Airbnb's! My goal is to ensure every guest has a great stay and is well served in any aspect they need!"
Liam,2/16/23,within an hour,501425388,"Hey there, my name is Josh, I have a passion for hospitality and absolutely love what I do for a living, creating cozy, comfy spaces for guests that stay at my Airbnb's! My goal is to ensure every guest has a great stay and is well served in any aspect they need!"
Liam,2/16/23,within an hour,501425388,"Hey there, my name is Josh, I have a passion for hospitality and absolutely love what I do for a living, creating cozy, comfy spaces for guests that stay at my Airbnb's! My goal is to ensure every guest has a great stay and is well served in any aspect they need!"
Liam,2/16/23,within an hour,501425388,"Hey there, my name is Josh, I have a passion for hospitality and absolutely love what I do for a living, creating cozy, comfy spaces for guests that stay at my Airbnb's! My goal is to ensure every guest has a great stay and is well served in any aspect they need!"
Liam,2/16/23,within an hour,501425388,"Hey there, my name is Josh, I have a passion for hospitality and absolutely love what I do for a living, creating cozy, comfy spaces for guests that stay at my Airbnb's! My goal is to ensure every guest has a great stay and is well served in any aspect they need!"
Liam,2/16/23,within an hour,501425388,"Hey there, my name is Josh, I have a passion for hospitality and absolutely love what I do for a living, creating cozy, comfy spaces for guests that stay at my Airbnb's! My goal is to ensure every guest has a great stay and is well served in any aspect they need!"
Liam,2/16/23,within an hour,501425388,"Hey there, my name is Josh, I have a passion for hospitality and absolutely love what I do for a living, creating cozy, comfy spaces for guests that stay at my Airbnb's! My goal is to ensure every guest has a great stay and is well served in any aspect they need!"
Daisy,12/1/16,N/A,105880319,"Hi! We’re new & excited host you :) ! Proud Army Veteran! I'm free spirited , and I enjoy meeting new people. My hobbies are kayaking, eating, sleeping and traveling. Looking forward to hosting you, If you have any questions please don’t hesitate to reach out, XOXO"
Devon,7/2/15,within an hour,37325737,
Micah,12/17/14,within an hour,24921413," I'm Micah.  I have a language fluency training company  that teaches all over the world,  and I speak 4 languages. I absolutely live for traveling and reading literature. "
Kelechi,3/4/16,within an hour,61475230,I am in love with seeing the world and traveling in luxury. 
Katherine,11/7/19,within an hour,307943467,"I'm passionate about life and love adventure. As a licensed massage therapist, caring for people has always been fulfilling for me. Being outdoors and enjoying new activities makes me very happy. "
Sheyla,6/1/16,N/A,75222102,
Olayinka,4/14/22,N/A,454348288,"I am an anesthesiologist, trying to get some freedom from medicine’s hectic schedule by diversifying into Airbnb. I’m really hoping this works out. My kids are grown and I have more free time now to do this."
Annie,4/18/13,within a day,5990846,"Hi, I'm Annie! I have been in hospitality all of my life and am passionate about travel. My goal is to make your stay as comfortable as if I were staying there myself - It's only good enough for you if it's good enough for me!"
Todd David,1/31/22,within an hour,442994570,
Todd David,1/31/22,within an hour,442994570,
Tanzeel,2/9/19,within a few hours,242146632,
Nyeshia,3/2/22,N/A,447637146,
Marina,2/20/21,within an hour,389385913,
Nicole,1/12/16,within an hour,54408463,"I’m an AZ native currently living in Denver, CO.  In the summer, I love doing all the CO things (hiking, biking, camping, brewery hopping, Red Rocks Shows, ect)… cliche, I know but it truly fills my cup up. 

In the winter, I prefer to channel my inner snow bird and flock back home. I love to ski & all that jazz, but the heat & sunshine completely have my heart. Although I’ve tried, I’ve learned that winter and I are not the best of friends. :-)

When I’m not in AZ, I feel lucky to share my beloved condo with fellow travelers & adventurers along the way. 

AZ is one of my favorite places in the country. I graduated from the University of Arizona (BEAR DOWN) and am amazed by how much the state has grown & developed over the years. There is quite literally no shortage of things to do, places to explore and fun unique bar/restaurant concepts to choose from. 

Check out my guidebook for some of my favorites and always feel free to message me for more suggestions! "
Sean,5/11/15,within an hour,33134383,"Texas Corporate Homes is a unique, full-service property management company that places mid-term, executive level renters from insurance claims and corporate placements into furnished single family residential properties.  Our professional guest services team and in-house maintenance and cleaning crews will work to ensure your stay is comfortable and exceeds your expectations."
Daria,2/13/22,a few days or more,444833130,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Michael,11/4/14,within an hour,23351619,Michael.
Sally,4/21/15,within an hour,31628738,
Tiffany,10/29/22,within an hour,485545842,
David,2/25/23,within an hour,502764903,
Destin,6/28/16,within an hour,80576715,
Let Them Stay Rentals,6/15/22,within an hour,464462248,"I am your friendly virtual assistant to assist with any questions or concerns you may have before, during and after your stay with us. We have a local House Manager Silvia (all calls are routed to her) who is available for on site issues. We are a team and are always happy to help. We look forward to hosting your next stay in the DFW area."
Dianna,4/4/17,within an hour,124280762,
Chanvuthdy,2/2/21,within an hour,387034998,
Matt,7/4/17,within an hour,138601686,"I live in Dallas, Texas with my wife and two children. We love to travel and explore new places. "
Maya,12/18/22,within an hour,491946576,
Keisha,8/14/22,within an hour,475043720,"My name is Keisha and I started Bricks, Homes & Brownstones LLC in June, 2020. I am obsessed with high level client satisfaction and aim to give everyone the ultimate guest experience. I'm enthusiastic about home decor and turning spaces into an environment that is both functional and esthetically pleasing. One you can call your ""home away from home"".

Looking forward to hosting you!"
Lan,3/4/23,within an hour,503835450,
Adam,3/4/23,within an hour,503837585,"I am an entrepreneur and family man.  After a career in clean tech I'm now starting my own business and writing a book.  I have three girls. I play music, golf and like to walk around.  I love a good cup of coffee and reading the paper in the mornings.  I love to travel and have been to Europe and Hawaii recently."
